component,date,value,title,vintage_date,units,freq,seas_adj,updated
CUSR0000SEFV,01-08-09,223.675,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-09-09,224.003,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-10-09,224.224,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-11-09,224.633,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-12-09,224.789,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-01-10,224.916,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-02-10,225.081,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-03-10,224.991,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-04-10,225.276,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-05-10,225.573,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-06-10,225.797,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-07-10,225.71,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-08-10,226.422,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-09-10,227.075,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-10-10,227.287,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-11-10,227.512,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-12-10,227.722,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-01-11,228.181,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-02-11,228.606,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-03-11,229.282,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-04-11,230.082,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-05-11,230.501,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-06-11,231.097,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-07-11,231.58,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-08-11,232.513,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-09-11,233.032,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-10-11,233.459,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-11-11,234.046,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-12-11,234.435,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-01-12,235.268,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-02-12,235.603,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-03-12,236.073,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-04-12,236.695,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-05-12,237.262,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-06-12,237.839,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-07-12,238.337,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-08-12,239.057,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-09-12,239.565,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-10-12,239.742,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-11-12,240.038,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-12-12,240.359,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-01-13,240.713,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-02-13,240.93,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-03-13,241.409,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-04-13,242.236,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-05-13,242.642,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-06-13,243.016,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-07-13,243.409,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-08-13,243.811,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-09-13,244.036,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-10-13,244.35,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-11-13,244.97,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-12-13,245.3,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-01-14,245.481,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-02-14,246.187,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-03-14,246.878,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-04-14,247.534,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-05-14,247.952,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-06-14,248.445,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-07-14,249.21,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-08-14,249.801,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-09-14,250.57,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-10-14,251.1,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-11-14,251.987,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-12-14,252.628,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-01-15,253.037,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-02-15,253.719,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-03-15,254.108,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-04-15,254.727,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-05-15,255.322,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-06-15,255.846,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-07-15,255.905,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-08-15,256.449,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-09-15,257.83,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-10-15,258.363,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-11-15,258.805,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-12-15,259.097,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-01-16,259.958,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-02-16,260.319,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-03-16,260.883,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-04-16,261.517,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-05-16,262.074,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-06-16,262.529,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-07-16,263.051,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-08-16,263.649,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-09-16,264.102,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-10-16,264.459,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-11-16,264.699,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-12-16,265.104,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-01-17,266.079,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-02-17,266.626,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-03-17,267.055,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-04-17,267.652,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-05-17,268.128,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-06-17,268.225,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-07-17,268.649,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-08-17,269.522,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-09-17,270.353,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-10-17,270.658,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-11-17,271.152,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-12-17,271.811,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-01-18,272.772,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-02-18,273.435,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-03-18,273.733,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-04-18,274.393,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-05-18,275.307,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-06-18,275.808,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-07-18,276.125,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-08-18,276.648,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-09-18,277.258,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-10-18,277.513,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-11-18,278.306,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-12-18,279.419,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-01-19,280.38,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-02-19,281.373,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-03-19,281.887,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-04-19,282.798,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-05-19,283.394,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-06-19,284.316,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-07-19,284.891,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-08-19,285.507,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-09-19,286.246,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-10-19,286.791,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-11-19,287.255,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-12-19,288.078,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-01-20,289.137,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-02-20,289.781,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-03-20,290.216,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-04-20,290.639,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-05-20,291.709,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-06-20,293.219,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-07-20,294.599,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-08-20,295.437,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-09-20,297.08,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-10-20,297.893,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-11-20,298.253,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-12-20,299.369,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-01-21,300.382,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-02-21,300.54,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-03-21,300.897,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-04-21,301.819,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-05-21,303.481,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-06-21,305.634,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-07-21,308.023,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,01-08-21,309.336,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CPIUFDSL,01-01-90,129.7,Consumer Price Index for All Urban Consumers: Food in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CPIUFDSL,01-02-90,130.8,Consumer Price Index for All Urban Consumers: Food in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CPIUFDSL,01-03-90,131,Consumer Price Index for All Urban Consumers: Food in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CPIUFDSL,01-04-90,130.8,Consumer Price Index for All Urban Consumers: Food in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CPIUFDSL,01-05-90,131.1,Consumer Price Index for All Urban Consumers: Food in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CPIUFDSL,01-06-90,132.1,Consumer Price Index for All Urban Consumers: Food in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CPIUFDSL,01-07-90,132.8,Consumer Price Index for All Urban Consumers: Food in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CPIUFDSL,01-08-90,133.2,Consumer Price Index for All Urban Consumers: Food in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CPIUFDSL,01-09-90,133.6,Consumer Price Index for All Urban Consumers: Food in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CPIUFDSL,01-10-90,134.1,Consumer Price Index for All Urban Consumers: Food in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CPIUFDSL,01-11-90,134.5,Consumer Price Index for All Urban Consumers: Food in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CPIUFDSL,01-12-90,134.6,Consumer Price Index for All Urban Consumers: Food in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CPIUFDSL,01-01-91,135,Consumer Price Index for All Urban Consumers: Food in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CPIUFDSL,01-02-91,135.1,Consumer Price Index for All Urban Consumers: Food in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CPIUFDSL,01-03-91,135.3,Consumer Price Index for All Urban Consumers: Food in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CPIUFDSL,01-04-91,136.1,Consumer Price Index for All Urban Consumers: Food in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CPIUFDSL,01-05-91,136.6,Consumer Price Index for All Urban Consumers: Food in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CPIUFDSL,01-06-91,137.4,Consumer Price Index for All Urban Consumers: Food in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CPIUFDSL,01-07-91,136.7,Consumer Price Index for All Urban Consumers: Food in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CPIUFDSL,01-08-91,136.2,Consumer Price Index for All Urban Consumers: Food in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CPIUFDSL,01-09-91,136.4,Consumer Price Index for All Urban Consumers: Food in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CPIUFDSL,01-10-91,136.2,Consumer Price Index for All Urban Consumers: Food in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CPIUFDSL,01-11-91,136.7,Consumer Price Index for All Urban Consumers: Food in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CPIUFDSL,01-12-91,137,Consumer Price Index for All Urban Consumers: Food in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CPIUFDSL,01-01-92,136.6,Consumer Price Index for All Urban Consumers: Food in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CPIUFDSL,01-02-92,137.1,Consumer Price Index for All Urban Consumers: Food in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CPIUFDSL,01-03-92,137.6,Consumer Price Index for All Urban Consumers: Food in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CPIUFDSL,01-04-92,137.5,Consumer Price Index for All Urban Consumers: Food in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CPIUFDSL,01-05-92,137.2,Consumer Price Index for All Urban Consumers: Food in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CPIUFDSL,01-06-92,137.6,Consumer Price Index for All Urban Consumers: Food in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CPIUFDSL,01-07-92,137.4,Consumer Price Index for All Urban Consumers: Food in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CPIUFDSL,01-08-92,138.4,Consumer Price Index for All Urban Consumers: Food in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
